Budget (in dollars),Age,Gender,Education_Level,With children?,Recommended_Activity
1116.0,37.0,Transgender,Master’s Degree,NA,Explore: Go sightseeing
2353.0,40.0,Non-binary,Master’s Degree,NA,Explore: Hike
199.0,23.0,NA,High School Grad,1,Play: Visit a movie theater
140.0,20.0,Transgender,High School Grad,1,Play: Go shopping
110.0,18.0,Other,Did Not Graduate HS,NA,Play: Visit a movie theater
3246.0,43.0,Transgender,Master’s Degree,NA,Stay in: Play a game
186.0,22.0,Non-binary,High School Grad,1,Play: Visit a movie theater
158.0,20.0,Non-binary,NA,1,Play: Go shopping
645.0,83.0,Female,Master’s Degree,1,Play: Visit a movie theater
4831.0,39.0,Other,Bachelor’s Degree,NA,Learn: Visit a library
2859.0,27.0,NA,Master’s Degree,NA,Explore: Go sightseeing
4063.0,41.0,Non-binary,Bachelor’s Degree,NA,Explore: Visit a park
1919.0,32.0,Male,Bachelor’s Degree,NA,Explore: Visit a park
85.0,19.0,NA,Bachelor’s Degree,1,Play: Go shopping
106.0,22.0,NA,NA,0,Play: Visit a movie theater
110.0,22.0,Female,NA,1,Play: Go shopping
2274.0,58.0,Female,Bachelor’s Degree,0,Learn: Visit a library
2673.0,25.0,Other,Bachelor’s Degree,0,Stay in: Color
92.0,18.0,Female,High School Grad,NA,Play: Go shopping
3537.0,56.0,Other,Master’s Degree,NA,Stay in: Color
145.0,22.0,Transgender,Did Not Graduate HS,NA,Play: Go shopping
1063.0,32.0,Other,Master’s Degree,1,Explore: Visit a park
165.0,19.0,NA,High School Grad,NA,Play: Go shopping
1376.0,80.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
2467.0,43.0,Female,Bachelor’s Degree,1,Stay in: Color
265.0,18.0,Male,Other,1,Play: Visit a movie theater
193.0,20.0,Other,High School Grad,1,Play: Go shopping
201.0,20.0,Transgender,High School Grad,0,Play: Go shopping
164.0,21.0,Other,NA,NA,Play: Go shopping
1274.0,27.0,Other,Bachelor’s Degree,0,Play: Go shopping
91.0,21.0,Non-binary,Did Not Graduate HS,1,Play: Visit a movie theater
3803.0,30.0,Male,Master’s Degree,0,Play: Go shopping
77.0,23.0,Transgender,Other,NA,Play: Visit a movie theater
43.0,19.0,Transgender,NA,1,Play: Visit a movie theater
48.0,23.0,Non-binary,High School Grad,1,Play: Go shopping
137.0,18.0,NA,NA,1,Play: Visit a movie theater
28.0,23.0,Non-binary,Bachelor’s Degree,NA,Play: Visit a movie theater
690.0,33.0,Transgender,Bachelor’s Degree,NA,Explore: Go sightseeing
4492.0,39.0,Transgender,Master’s Degree,1,Explore: Hike
180.0,23.0,Male,Other,0,Play: Go shopping
170.0,19.0,NA,Other,NA,Play: Visit a movie theater
170.0,21.0,Transgender,NA,NA,Play: Visit a movie theater
13.0,23.0,Non-binary,Other,0,Play: Visit a movie theater
189.0,22.0,Male,Other,0,Play: Visit a movie theater
222.0,20.0,Female,High School Grad,1,Play: Visit a movie theater
128.0,22.0,Non-binary,Other,0,Play: Visit a movie theater
145.0,22.0,Male,NA,1,Play: Go shopping
1054.0,42.0,Male,Master’s Degree,NA,Explore: Go sightseeing
3170.0,39.0,Other,Bachelor’s Degree,1,Explore: Go sightseeing
190.0,21.0,Other,Did Not Graduate HS,1,Play: Visit a movie theater
230.0,23.0,Other,Other,1,Play: Go shopping
1520.0,37.0,Non-binary,Bachelor’s Degree,1,Stay in: Color
238.0,22.0,NA,Other,1,Play: Visit a movie theater
31.0,23.0,Male,High School Grad,1,Play: Go shopping
1349.0,48.0,Other,Master’s Degree,1,Play: Go shopping
172.0,22.0,Non-binary,Other,NA,Play: Visit a movie theater
159.0,20.0,Male,High School Grad,NA,Play: Visit a movie theater
284.0,20.0,Non-binary,Did Not Graduate HS,NA,Play: Visit a movie theater
72.0,23.0,Transgender,NA,1,Play: Go shopping
1639.0,37.0,NA,Bachelor’s Degree,0,Stay in: Color
2981.0,43.0,Other,Master’s Degree,NA,Stay in: Play a game
101.0,23.0,Transgender,Other,0,Play: Go shopping
2360.0,26.0,Female,Bachelor’s Degree,1,Play: Visit a movie theater
81.0,21.0,Male,Did Not Graduate HS,1,Play: Go shopping
241.0,18.0,NA,Other,0,Play: Go shopping
2075.0,30.0,Transgender,Bachelor’s Degree,1,Explore: Visit a park
170.0,20.0,Female,Did Not Graduate HS,1,Play: Go shopping
217.0,19.0,Transgender,NA,NA,Play: Visit a movie theater
126.0,22.0,Other,Other,NA,Play: Visit a movie theater
2944.0,36.0,Female,Master’s Degree,1,Stay in: Color
1217.0,34.0,Female,Master’s Degree,1,Explore: Hike
55.0,22.0,Other,High School Grad,1,Play: Visit a movie theater
272.0,18.0,NA,Other,NA,Play: Go shopping
4964.0,62.0,NA,Master’s Degree,NA,Play: Visit a movie theater
100.0,18.0,NA,Other,1,Play: Visit a movie theater
241.0,22.0,NA,NA,NA,Play: Go shopping
192.0,21.0,Male,Other,NA,Play: Visit a movie theater
104.0,18.0,Male,NA,NA,Play: Visit a movie theater
1678.0,57.0,Non-binary,Bachelor’s Degree,0,Stay in: Play a game
65.0,20.0,Non-binary,NA,0,Play: Go shopping
187.0,23.0,Male,Other,0,Play: Visit a movie theater
236.0,22.0,Transgender,NA,1,Play: Go shopping
1238.0,67.0,NA,Bachelor’s Degree,0,Explore: Visit a park
1440.0,26.0,Male,Master’s Degree,NA,Stay in: Watch calming TV
171.0,22.0,NA,Other,NA,Play: Visit a movie theater
163.0,20.0,Non-binary,NA,1,Play: Go shopping
159.0,22.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
2406.0,51.0,Female,Master’s Degree,1,Play: Go shopping
2502.0,80.0,NA,Master’s Degree,0,Stay in: Play a game
104.0,18.0,Female,High School Grad,1,Play: Go shopping
39.0,19.0,Other,Did Not Graduate HS,0,Play: Go shopping
897.0,25.0,Non-binary,Bachelor’s Degree,0,Learn: Visit a library
3799.0,43.0,Transgender,Bachelor’s Degree,0,Stay in: Play a game
103.0,18.0,Non-binary,Other,0,Play: Visit a movie theater
157.0,19.0,Male,High School Grad,0,Play: Go shopping
223.0,20.0,Female,NA,1,Play: Visit a movie theater
92.0,18.0,Transgender,Other,NA,Play: Visit a movie theater
298.0,19.0,NA,High School Grad,0,Play: Visit a movie theater
53.0,21.0,Female,NA,1,Play: Visit a movie theater
3.0,20.0,Other,NA,NA,Play: Go shopping
143.0,22.0,Male,NA,0,Play: Go shopping
765.0,51.0,Other,Master’s Degree,1,Play: Go shopping
79.0,23.0,Non-binary,High School Grad,NA,Play: Go shopping
234.0,22.0,Non-binary,NA,1,Play: Visit a movie theater
118.0,20.0,Female,NA,1,Play: Go shopping
195.0,23.0,Non-binary,NA,1,Play: Go shopping
8.0,20.0,Other,NA,1,Play: Go shopping
290.0,19.0,Female,Did Not Graduate HS,1,Play: Go shopping
1400.0,28.0,Transgender,Bachelor’s Degree,1,Stay in: Play a game
640.0,50.0,Male,Bachelor’s Degree,NA,Stay in: Watch calming TV
2017.0,40.0,Male,Bachelor’s Degree,1,Stay in: Play a game
4631.0,91.0,Other,Bachelor’s Degree,0,Learn: Visit a library
214.0,21.0,Other,NA,0,Play: Visit a movie theater
2611.0,39.0,Non-binary,Master’s Degree,1,Play: Visit a movie theater
210.0,23.0,Other,Other,0,Play: Go shopping
172.0,20.0,NA,Other,1,Play: Visit a movie theater
339.0,31.0,Other,Bachelor’s Degree,1,Play: Visit a movie theater
687.0,39.0,Transgender,Bachelor’s Degree,0,Learn: Visit a library
217.0,22.0,Other,Other,0,Play: Visit a movie theater
119.0,18.0,NA,Other,0,Play: Visit a movie theater
1940.0,32.0,NA,Master’s Degree,0,Explore: Hike
698.0,81.0,Non-binary,Master’s Degree,0,Explore: Go sightseeing
4743.0,46.0,Other,Bachelor’s Degree,1,Stay in: Watch calming TV
262.0,18.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
2849.0,30.0,Non-binary,Master’s Degree,NA,Stay in: Color
3820.0,38.0,Other,Bachelor’s Degree,0,Explore: Visit a park
2710.0,35.0,Non-binary,Bachelor’s Degree,1,Explore: Go sightseeing
286.0,19.0,Non-binary,Other,NA,Play: Go shopping
6.0,22.0,Other,Other,0,Play: Visit a movie theater
127.0,19.0,Transgender,High School Grad,0,Play: Visit a movie theater
202.0,23.0,Other,NA,NA,Play: Visit a movie theater
84.0,23.0,Female,High School Grad,1,Play: Go shopping
22.0,19.0,Female,Other,1,Play: Go shopping
194.0,19.0,Transgender,Other,1,Play: Visit a movie theater
69.0,25.0,Male,NA,NA,Explore: Hike
294.0,22.0,Non-binary,Other,0,Play: Visit a movie theater
28.0,20.0,Non-binary,NA,1,Play: Go shopping
46.0,19.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
397.0,66.0,Male,Master’s Degree,0,Stay in: Color
103.0,23.0,Transgender,High School Grad,NA,Play: Visit a movie theater
4224.0,35.0,Other,Bachelor’s Degree,0,Play: Go shopping
2322.0,65.0,Female,Master’s Degree,1,Explore: Hike
1695.0,33.0,Male,Master’s Degree,NA,Stay in: Play a game
14.0,21.0,Female,Other,1,Play: Go shopping
123.0,19.0,Other,High School Grad,0,Play: Go shopping
160.0,18.0,Transgender,Other,NA,Play: Go shopping
60.0,20.0,Other,Did Not Graduate HS,NA,Play: Go shopping
3411.0,37.0,Female,Master’s Degree,1,Play: Go shopping
261.0,23.0,Male,Other,1,Play: Visit a movie theater
271.0,22.0,NA,Did Not Graduate HS,0,Play: Go shopping
3534.0,43.0,Male,NA,0,Learn: Visit a library
3.0,20.0,Non-binary,Other,0,Play: Visit a movie theater
3892.0,42.0,Non-binary,Bachelor’s Degree,NA,Stay in: Watch calming TV
2869.0,36.0,NA,Master’s Degree,NA,Stay in: Watch calming TV
148.0,20.0,Transgender,Did Not Graduate HS,1,Play: Visit a movie theater
150.0,22.0,NA,High School Grad,NA,Play: Go shopping
249.0,18.0,NA,NA,1,Play: Visit a movie theater
2229.0,31.0,Non-binary,Master’s Degree,NA,Explore: Hike
5.0,18.0,Non-binary,NA,NA,Play: Go shopping
202.0,23.0,Non-binary,Other,0,Play: Go shopping
213.0,21.0,Non-binary,Other,0,Play: Visit a movie theater
212.0,20.0,Transgender,Other,NA,Play: Visit a movie theater
1388.0,33.0,Female,Master’s Degree,1,Explore: Visit a park
3922.0,42.0,Male,High School Grad,0,Stay in: Watch calming TV
181.0,19.0,Other,Did Not Graduate HS,NA,Play: Visit a movie theater
239.0,21.0,Male,Did Not Graduate HS,NA,Play: Go shopping
203.0,21.0,Other,Other,0,Play: Visit a movie theater
68.0,20.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
1491.0,39.0,Transgender,Bachelor’s Degree,1,Explore: Go sightseeing
207.0,20.0,NA,High School Grad,1,Play: Go shopping
94.0,23.0,Transgender,Did Not Graduate HS,NA,Play: Visit a movie theater
122.0,21.0,Other,Did Not Graduate HS,NA,Play: Go shopping
3733.0,42.0,Non-binary,Bachelor’s Degree,0,Stay in: Watch calming TV
4060.0,49.0,NA,Bachelor’s Degree,NA,Stay in: Play a game
1249.0,34.0,Non-binary,Master’s Degree,NA,Explore: Go sightseeing
38.0,68.0,Non-binary,NA,0,Stay in: Play a game
137.0,19.0,NA,Did Not Graduate HS,1,Play: Visit a movie theater
60.0,23.0,Male,High School Grad,NA,Play: Go shopping
132.0,22.0,Female,Other,1,Play: Visit a movie theater
3554.0,27.0,NA,Bachelor’s Degree,1,Play: Visit a movie theater
4626.0,31.0,Other,Master’s Degree,1,Explore: Visit a park
103.0,19.0,Other,High School Grad,1,Play: Go shopping
234.0,19.0,Non-binary,Other,1,Play: Visit a movie theater
25.0,23.0,Transgender,NA,NA,Play: Go shopping
2138.0,51.0,Other,Bachelor’s Degree,NA,Play: Go shopping
187.0,20.0,Non-binary,Other,NA,Play: Visit a movie theater
211.0,21.0,Female,NA,1,Play: Visit a movie theater
145.0,21.0,Female,High School Grad,1,Play: Go shopping
3068.0,62.0,Male,Master’s Degree,NA,Learn: Visit a library
76.0,22.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
2797.0,40.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
276.0,19.0,Female,Other,1,Play: Go shopping
270.0,21.0,Male,NA,0,Play: Visit a movie theater
141.0,18.0,Other,Other,1,Play: Go shopping
3744.0,34.0,Other,Master’s Degree,0,Play: Go shopping
1273.0,46.0,Other,High School Grad,1,Stay in: Play a game
720.0,31.0,Male,Master’s Degree,0,Stay in: Watch calming TV
2637.0,29.0,Female,Bachelor’s Degree,1,Play: Go shopping
120.0,20.0,Female,Did Not Graduate HS,1,Play: Go shopping
384.0,35.0,Male,Bachelor’s Degree,1,Explore: Go sightseeing
296.0,23.0,Non-binary,Other,0,Play: Visit a movie theater
84.0,21.0,Male,Did Not Graduate HS,0,Play: Go shopping
42.0,22.0,Other,NA,NA,Play: Visit a movie theater
237.0,19.0,Non-binary,NA,NA,Play: Visit a movie theater
3819.0,25.0,NA,Bachelor’s Degree,1,Explore: Go sightseeing
1443.0,38.0,Male,Bachelor’s Degree,1,Stay in: Play a game
3544.0,52.0,Non-binary,Master’s Degree,1,Stay in: Play a game
3573.0,25.0,NA,Master’s Degree,0,Play: Go shopping
228.0,21.0,NA,High School Grad,0,Play: Go shopping
405.0,35.0,Transgender,Master’s Degree,1,Explore: Go sightseeing
131.0,22.0,Other,Did Not Graduate HS,NA,Play: Go shopping
1417.0,42.0,Non-binary,Master’s Degree,1,Learn: Visit a library
153.0,22.0,Other,High School Grad,1,Play: Visit a movie theater
189.0,22.0,Transgender,High School Grad,0,Play: Visit a movie theater
113.0,19.0,Male,Other,1,Play: Go shopping
243.0,19.0,NA,High School Grad,NA,Play: Visit a movie theater
244.0,18.0,Transgender,Did Not Graduate HS,0,Play: Visit a movie theater
1851.0,32.0,Male,Bachelor’s Degree,NA,Play: Go shopping
7.0,18.0,Transgender,High School Grad,1,Play: Visit a movie theater
1632.0,40.0,Other,Bachelor’s Degree,0,Explore: Visit a park
115.0,23.0,Female,High School Grad,1,Play: Go shopping
3656.0,40.0,NA,Master’s Degree,1,Learn: Visit a library
250.0,21.0,Female,NA,1,Play: Go shopping
1886.0,78.0,NA,Bachelor’s Degree,0,Explore: Go sightseeing
56.0,22.0,Transgender,Other,0,Play: Visit a movie theater
52.0,23.0,Transgender,NA,NA,Play: Go shopping
139.0,20.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
21.0,18.0,Non-binary,Other,0,Play: Go shopping
1673.0,37.0,NA,Master’s Degree,NA,Play: Go shopping
3828.0,78.0,NA,Master’s Degree,0,Explore: Go sightseeing
284.0,19.0,Non-binary,High School Grad,1,Play: Visit a movie theater
268.0,18.0,NA,Other,NA,Play: Visit a movie theater
1911.0,38.0,Female,Master’s Degree,1,Stay in: Watch calming TV
4330.0,73.0,NA,Master’s Degree,1,Explore: Visit a park
2514.0,28.0,Other,Master’s Degree,1,Explore: Hike
3321.0,29.0,NA,Master’s Degree,1,Explore: Go sightseeing
233.0,23.0,Non-binary,NA,NA,Play: Visit a movie theater
3048.0,87.0,Transgender,Master’s Degree,0,Stay in: Color
149.0,22.0,Female,Did Not Graduate HS,1,Play: Go shopping
2699.0,39.0,Non-binary,Master’s Degree,NA,Play: Visit a movie theater
4656.0,39.0,Male,Master’s Degree,0,Stay in: Play a game
2564.0,43.0,Transgender,Master’s Degree,NA,Stay in: Color
4875.0,42.0,Female,Master’s Degree,1,Explore: Visit a park
255.0,22.0,NA,Other,1,Play: Go shopping
199.0,18.0,Non-binary,High School Grad,1,Play: Go shopping
3081.0,41.0,NA,Master’s Degree,0,Stay in: Color
141.0,21.0,NA,Did Not Graduate HS,NA,Play: Visit a movie theater
3365.0,66.0,Non-binary,Master’s Degree,NA,Explore: Go sightseeing
177.0,22.0,NA,Other,NA,Play: Visit a movie theater
191.0,18.0,NA,High School Grad,0,Play: Visit a movie theater
177.0,23.0,Non-binary,Did Not Graduate HS,NA,Play: Go shopping
144.0,52.0,Male,Did Not Graduate HS,NA,Stay in: Color
139.0,20.0,Transgender,High School Grad,NA,Play: Visit a movie theater
2167.0,63.0,Male,Bachelor’s Degree,1,Learn: Visit a library
43.0,23.0,Female,NA,1,Play: Go shopping
3711.0,72.0,Transgender,Master’s Degree,1,Play: Go shopping
130.0,23.0,NA,NA,0,Play: Go shopping
797.0,31.0,NA,Master’s Degree,NA,Stay in: Play a game
3286.0,79.0,Non-binary,Master’s Degree,0,Explore: Visit a park
185.0,21.0,NA,Other,0,Play: Go shopping
123.0,21.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
578.0,32.0,Other,Master’s Degree,1,Explore: Hike
153.0,20.0,Male,Did Not Graduate HS,1,Play: Visit a movie theater
2425.0,39.0,Male,Bachelor’s Degree,1,Explore: Go sightseeing
16.0,19.0,NA,NA,0,Play: Go shopping
226.0,22.0,Non-binary,NA,0,Play: Visit a movie theater
1812.0,54.0,Non-binary,Bachelor’s Degree,1,Play: Go shopping
95.0,20.0,NA,High School Grad,0,Play: Visit a movie theater
297.0,20.0,Other,High School Grad,1,Play: Go shopping
3968.0,30.0,Transgender,Master’s Degree,NA,Play: Go shopping
1220.0,42.0,Male,Master’s Degree,NA,Explore: Visit a park
70.0,23.0,Female,High School Grad,1,Play: Go shopping
1074.0,42.0,NA,Master’s Degree,0,Explore: Visit a park
558.0,72.0,Female,Bachelor’s Degree,1,Learn: Visit a library
3523.0,40.0,Other,Master’s Degree,1,Stay in: Play a game
24.0,40.0,Non-binary,High School Grad,1,Stay in: Play a game
2162.0,49.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
944.0,42.0,Other,Bachelor’s Degree,0,Explore: Go sightseeing
2039.0,55.0,Other,Bachelor’s Degree,1,Explore: Visit a park
37.0,91.0,Female,Other,1,Play: Visit a movie theater
4074.0,41.0,Male,Bachelor’s Degree,1,Stay in: Play a game
152.0,23.0,Other,NA,NA,Play: Go shopping
52.0,18.0,Other,Other,NA,Play: Visit a movie theater
466.0,43.0,Female,Bachelor’s Degree,1,Stay in: Play a game
28.0,21.0,NA,NA,0,Play: Visit a movie theater
2617.0,71.0,Non-binary,Master’s Degree,1,Explore: Go sightseeing
270.0,21.0,Transgender,Bachelor’s Degree,1,Play: Go shopping
91.0,18.0,NA,Other,NA,Play: Go shopping
126.0,20.0,Male,Other,NA,Play: Go shopping
244.0,21.0,Transgender,Did Not Graduate HS,0,Play: Visit a movie theater
138.0,19.0,NA,High School Grad,0,Play: Go shopping
4429.0,69.0,Female,Master’s Degree,1,Stay in: Play a game
86.0,22.0,Transgender,NA,1,Play: Go shopping
39.0,18.0,Other,NA,NA,Play: Go shopping
3575.0,50.0,Male,Bachelor’s Degree,1,Stay in: Color
1155.0,28.0,Female,Bachelor’s Degree,1,Explore: Hike
547.0,39.0,Female,Bachelor’s Degree,1,Explore: Go sightseeing
22.0,21.0,Non-binary,High School Grad,NA,Play: Visit a movie theater
4037.0,58.0,Female,Bachelor’s Degree,1,Play: Visit a movie theater
164.0,18.0,Transgender,Other,NA,Play: Visit a movie theater
258.0,19.0,Transgender,NA,NA,Play: Go shopping
274.0,19.0,Female,NA,1,Play: Visit a movie theater
4041.0,29.0,Non-binary,Bachelor’s Degree,NA,Play: Go shopping
184.0,23.0,Female,High School Grad,1,Play: Visit a movie theater
105.0,23.0,NA,Other,NA,Play: Go shopping
1663.0,91.0,Female,Bachelor’s Degree,1,Stay in: Watch calming TV
1746.0,26.0,Female,Master’s Degree,0,Stay in: Play a game
52.0,20.0,Female,Other,1,Play: Visit a movie theater
4704.0,34.0,Transgender,Bachelor’s Degree,NA,Learn: Visit a library
238.0,23.0,Male,Other,NA,Play: Visit a movie theater
70.0,21.0,NA,Other,0,Play: Go shopping
262.0,22.0,NA,NA,1,Play: Go shopping
1232.0,77.0,Male,Master’s Degree,NA,Stay in: Watch calming TV
141.0,18.0,NA,High School Grad,NA,Play: Go shopping
3254.0,35.0,Non-binary,Master’s Degree,1,Explore: Visit a park
217.0,22.0,Other,High School Grad,1,Play: Go shopping
17.0,20.0,Male,Other,0,Play: Go shopping
180.0,20.0,Male,Did Not Graduate HS,0,Play: Go shopping
505.0,42.0,Other,Master’s Degree,0,Stay in: Color
2561.0,75.0,Male,Bachelor’s Degree,0,Stay in: Watch calming TV
209.0,22.0,Female,Did Not Graduate HS,1,Play: Go shopping
251.0,20.0,Female,Did Not Graduate HS,1,Play: Visit a movie theater
2216.0,29.0,NA,Bachelor’s Degree,0,Stay in: Color
3913.0,33.0,Male,Master’s Degree,1,Play: Visit a movie theater
2579.0,40.0,Female,Bachelor’s Degree,1,Explore: Hike
132.0,23.0,NA,NA,0,Play: Go shopping
9.0,18.0,NA,NA,0,Play: Go shopping
189.0,18.0,Male,Other,0,Play: Go shopping
235.0,20.0,NA,Other,1,Play: Visit a movie theater
1060.0,63.0,Female,Master’s Degree,1,Learn: Visit a library
3598.0,38.0,Transgender,Bachelor’s Degree,1,Explore: Visit a park
297.0,18.0,Non-binary,Other,NA,Play: Go shopping
821.0,69.0,Non-binary,Bachelor’s Degree,NA,Explore: Go sightseeing
4236.0,38.0,Transgender,Bachelor’s Degree,0,Stay in: Color
1431.0,37.0,NA,Master’s Degree,0,Stay in: Play a game
4403.0,47.0,Non-binary,Bachelor’s Degree,0,Play: Go shopping
238.0,22.0,Non-binary,High School Grad,1,Play: Go shopping
1199.0,27.0,Non-binary,Bachelor’s Degree,0,Stay in: Play a game
290.0,18.0,Non-binary,High School Grad,NA,Play: Go shopping
217.0,21.0,Non-binary,NA,0,Play: Go shopping
3604.0,30.0,Transgender,Master’s Degree,NA,Explore: Hike
291.0,21.0,Female,High School Grad,1,Play: Go shopping
30.0,23.0,Other,Did Not Graduate HS,0,Play: Visit a movie theater
145.0,23.0,NA,Did Not Graduate HS,0,Play: Visit a movie theater
1258.0,41.0,Non-binary,Bachelor’s Degree,1,Learn: Visit a library
143.0,18.0,Transgender,High School Grad,NA,Play: Go shopping
195.0,18.0,Female,NA,1,Play: Visit a movie theater
57.0,23.0,Other,NA,1,Play: Visit a movie theater
18.0,20.0,Non-binary,Did Not Graduate HS,1,Play: Visit a movie theater
287.0,18.0,Non-binary,Other,NA,Play: Visit a movie theater
46.0,23.0,Other,High School Grad,NA,Play: Go shopping
2370.0,37.0,Non-binary,Master’s Degree,NA,Play: Visit a movie theater
521.0,31.0,Male,Master’s Degree,1,Stay in: Play a game
205.0,35.0,Other,Other,NA,Play: Visit a movie theater
